Year,Site,Replicate,Fortnight exposed,Fortnight start date,Fortnight end date,Assessment,Batch assessment,Assessment date,Younger foliage score_Updated ,Older foliage score_Updated ,Sampled,Pp,Pk,Pp+Pk
1,Blue,5,6,02/14/2018,02/26/2018,11,5,04/26/2018,0,0,1,0,0,0
1,Blue,6,6,02/14/2018,02/26/2018,11,5,04/26/2018,0,0,,,,
1,Blue,7,6,02/14/2018,02/26/2018,11,5,04/26/2018,0,0,,,,
1,Green,1,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,,,,
1,Green,2,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,,,,
1,Green,3,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,,,,
1,Green,4,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,,,,
1,Green,5,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,1,0,0,0
1,Green,6,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,,,,
1,Green,7,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,,,,
1,Red,1,6,02/14/2018,02/26/2018,11,5,04/26/2018,0,0,,,,
1,Red,2,6,02/14/2018,02/26/2018,11,5,04/26/2018,,,,,,
1,Red,3,6,02/14/2018,02/26/2018,11,5,04/26/2018,0,0,,,,
1,Red,4,6,02/14/2018,02/26/2018,11,5,04/26/2018,0,0,1,0,0,0
1,Red,5,6,02/14/2018,02/26/2018,11,5,04/26/2018,0,0,,,,
1,Red,6,6,02/14/2018,02/26/2018,11,5,04/26/2018,0,0,1,0,0,0
1,Red,7,6,02/14/2018,02/26/2018,11,5,04/26/2018,0,0,,,,
1,Yellow,1,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,,,,
1,Yellow,2,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,1,0,0,0
1,Yellow,3,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,,,,
1,Yellow,4,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,,,,
1,Yellow,5,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,1,0,0,0
1,Yellow,6,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,,,,
1,Yellow,7,6,02/13/2018,02/27/2018,11,5,04/26/2018,0,0,,,,
1,Blue,1,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,,,,
1,Blue,2,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,,,,
1,Blue,3,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,1,0,0,0
1,Blue,4,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,,,,
1,Blue,5,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,,,,
1,Blue,6,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,,,,
1,Blue,7,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,1,0,0,0
1,Green,1,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,,,,
1,Green,2,6,02/13/2018,02/27/2018,12,6,05/09/2018,,,,,,
1,Green,3,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,,,,
1,Green,4,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,,,,
1,Green,5,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,1,0,0,0
1,Green,6,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,,,,
1,Green,7,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,1,0,0,0
1,Red,1,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,1,0,0,0
1,Red,2,6,02/14/2018,02/26/2018,12,6,05/09/2018,,,,,,
1,Red,3,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,,,,
1,Red,4,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,,,,
1,Red,5,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,,,,
1,Red,6,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,1,0,0,0
1,Red,7,6,02/14/2018,02/26/2018,12,6,05/09/2018,0,0,,,,
1,Yellow,1,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,,,,
1,Yellow,2,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,,,,
1,Yellow,3,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,,,,
1,Yellow,4,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,1,0,0,0
1,Yellow,5,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,,,,
1,Yellow,6,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,,,,
1,Yellow,7,6,02/13/2018,02/27/2018,12,6,05/09/2018,0,0,1,0,0,0
1,Blue,1,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,1,0,0,0
1,Blue,2,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,,,,
1,Blue,3,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,,,,
1,Blue,4,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,1,0,0,0
1,Blue,5,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,,,,
1,Blue,6,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,,,,
1,Blue,7,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,,,,
1,Green,1,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,,,,
1,Green,2,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,,,,
1,Green,3,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,1,0,0,0
1,Green,4,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,,,,
1,Green,5,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,1,0,0,0
1,Green,6,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,,,,
1,Green,7,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,,,,
1,Red,1,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,,,,
1,Red,2,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,,,,
1,Red,3,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,1,0,0,0
1,Red,4,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,,,,
1,Red,5,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,1,0,0,0
1,Red,6,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,,,,
1,Red,7,7,02/26/2018,03/12/2018,8,1,03/16/2018,0,0,,,,
1,Yellow,1,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,,,,
1,Yellow,2,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,,,,
1,Yellow,3,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,1,0,0,0
1,Yellow,4,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,,,,
1,Yellow,5,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,1,0,0,0
1,Yellow,6,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,,,,
1,Yellow,7,7,02/27/2018,03/13/2018,8,1,03/16/2018,0,0,,,,
1,Blue,1,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,,,,
1,Blue,2,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,1,0,0,0
1,Blue,3,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,,,,
1,Blue,4,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,,,,
1,Blue,5,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,1,0,0,0
1,Blue,6,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,,,,
1,Blue,7,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,,,,
1,Green,1,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,1,0,0,0
1,Green,2,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,,,,
1,Green,3,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,,,,
1,Green,4,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,,,,
1,Green,5,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,,,,
1,Green,6,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,1,0,0,0
1,Green,7,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,,,,
1,Red,1,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,1,0,0,0
1,Red,2,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,,,,
1,Red,3,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,1,0,0,0
1,Red,4,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,,,,
1,Red,5,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,,,,
1,Red,6,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,,,,
1,Red,7,7,02/26/2018,03/12/2018,9,2,03/29/2018,0,0,,,,
1,Yellow,1,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,,,,
1,Yellow,2,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,,,,
1,Yellow,3,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,1,0,0,0
1,Yellow,4,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,,,,
1,Yellow,5,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,,,,
1,Yellow,6,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,,,,
1,Yellow,7,7,02/27/2018,03/13/2018,9,2,03/29/2018,0,0,1,0,0,0
1,Blue,1,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,1,0,0,0
1,Blue,2,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,,,,
1,Blue,3,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,,,,
1,Blue,4,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,1,0,0,0
1,Blue,5,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,,,,
1,Blue,6,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,,,,
1,Blue,7,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,,,,
1,Green,1,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,1,0,0,0
1,Green,2,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,,,,
1,Green,3,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,1,0,0,0
1,Green,4,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,,,,
1,Green,5,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,,,,
1,Green,6,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,,,,
1,Green,7,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,,,,
1,Red,1,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,,,,
1,Red,2,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,1,0,0,0
1,Red,3,7,02/26/2018,03/12/2018,10,3,04/11/2018,,,,,,
1,Red,4,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,1,0,0,0
1,Red,5,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,,,,
1,Red,6,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,,,,
1,Red,7,7,02/26/2018,03/12/2018,10,3,04/11/2018,0,0,,,,
1,Yellow,1,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,1,0,0,0
1,Yellow,2,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,,,,
1,Yellow,3,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,,,,
1,Yellow,4,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,1,0,0,0
1,Yellow,5,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,,,,
1,Yellow,6,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,,,,
1,Yellow,7,7,02/27/2018,03/13/2018,10,3,04/11/2018,0,0,,,,
1,Blue,1,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,1,0,0,0
1,Blue,2,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,,,,
1,Blue,3,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,1,0,0,0
1,Blue,4,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,,,,
1,Blue,5,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,,,,
1,Blue,6,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,,,,
1,Blue,7,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,,,,
1,Green,1,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,,,,
1,Green,2,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,1,0,0,0
1,Green,3,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,,,,
1,Green,4,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,1,0,0,0
1,Green,5,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,,,,
1,Green,6,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,,,,
1,Green,7,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,,,,
1,Red,1,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,1,0,0,0
1,Red,2,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,,,,
1,Red,3,7,02/26/2018,03/12/2018,11,4,04/26/2018,,,,,,
1,Red,4,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,1,0,0,0
1,Red,5,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,,,,
1,Red,6,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,,,,
1,Red,7,7,02/26/2018,03/12/2018,11,4,04/26/2018,0,0,,,,
1,Yellow,1,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,,,,
1,Yellow,2,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,,,,
1,Yellow,3,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,1,0,0,0
1,Yellow,4,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,,,,
1,Yellow,5,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,,,,
1,Yellow,6,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,,,,
1,Yellow,7,7,02/27/2018,03/13/2018,11,4,04/26/2018,0,0,,,,
1,Blue,1,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,1,0,0,0
1,Blue,2,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,,,,
1,Blue,3,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,,,,
1,Blue,4,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,,,,
1,Blue,5,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,1,0,0,0
1,Blue,6,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,,,,
1,Blue,7,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,,,,
1,Green,1,7,02/27/2018,03/13/2018,12,5,05/09/2018,,,,,,
1,Green,2,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,,,,
1,Green,3,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,,,,
1,Green,4,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,1,0,0,0
1,Green,5,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,,,,
1,Green,6,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,,,,
1,Green,7,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,1,0,0,0
1,Red,1,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,1,0,0,0
1,Red,2,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,,,,
1,Red,3,7,02/26/2018,03/12/2018,12,5,05/09/2018,,,,,,
1,Red,4,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,,,,
1,Red,5,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,,,,
1,Red,6,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,1,0,0,0
1,Red,7,7,02/26/2018,03/12/2018,12,5,05/09/2018,0,0,,,,
1,Yellow,1,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,,,,
1,Yellow,2,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,,,,
1,Yellow,3,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,1,0,0,0
1,Yellow,4,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,,,,
1,Yellow,5,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,,,,
1,Yellow,6,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,,,,
1,Yellow,7,7,02/27/2018,03/13/2018,12,5,05/09/2018,0,0,1,0,0,0
1,Blue,1,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,1,0,0,0
1,Blue,2,7,02/26/2018,03/12/2018,13,6,05/24/2018,,,,,,
1,Blue,3,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,1,0,0,0
1,Blue,4,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,,,,
1,Blue,5,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,,,,
1,Blue,6,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,,,,
1,Blue,7,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,,,,
1,Green,1,7,02/27/2018,03/13/2018,13,6,05/24/2018,,,,,,
1,Green,2,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,,,,
1,Green,3,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,1,0,0,0
1,Green,4,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,1,0,0,0
1,Green,5,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,,,,
1,Green,6,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,,,,
1,Green,7,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,,,,
1,Red,1,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,1,0,0,0
1,Red,2,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,1,0,0,0
1,Red,3,7,02/26/2018,03/12/2018,13,6,05/24/2018,,,,,,
1,Red,4,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,,,,
1,Red,5,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,,,,
1,Red,6,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,,,,
1,Red,7,7,02/26/2018,03/12/2018,13,6,05/24/2018,0,0,,,,
1,Yellow,1,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,1,0,0,0
1,Yellow,2,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,1,0,0,0
1,Yellow,3,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,,,,
1,Yellow,4,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,,,,
1,Yellow,5,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,,,,
1,Yellow,6,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,,,,
1,Yellow,7,7,02/27/2018,03/13/2018,13,6,05/24/2018,0,0,,,,
1,Blue,1,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,,,,
1,Blue,2,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,,,,
1,Blue,3,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,,,,
1,Blue,4,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,1,0,0,0
1,Blue,5,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,,,,
1,Blue,6,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,,,,
1,Blue,7,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,1,0,0,0
1,Green,1,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,,,,
1,Green,2,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,1,0,0,0
1,Green,3,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,,,,
1,Green,4,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,,,,
1,Green,5,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,1,0,0,0
1,Green,6,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,,,,
1,Green,7,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,,,,
1,Red,1,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,,,,
1,Red,2,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,1,0,0,0
1,Red,3,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,1,0,0,0
1,Red,4,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,,,,
1,Red,5,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,,,,
1,Red,6,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,,,,
1,Red,7,8,03/12/2018,03/27/2018,9,1,03/29/2018,0,0,,,,
1,Yellow,1,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,1,0,0,0
1,Yellow,2,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,,,,
1,Yellow,3,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,,,,
1,Yellow,4,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,,,,
1,Yellow,5,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,1,0,0,0
1,Yellow,6,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,,,,
1,Yellow,7,8,03/13/2018,03/26/2018,9,1,03/29/2018,0,0,,,,
1,Blue,1,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,,,,
1,Blue,2,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,,,,
1,Blue,3,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,,,,
1,Blue,4,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,1,0,0,0
1,Blue,5,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,,,,
1,Blue,6,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,,,,
1,Blue,7,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,1,0,0,0
1,Green,1,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,1,0,0,0
1,Green,2,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,,,,
1,Green,3,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,1,0,0,0
1,Green,4,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,,,,
1,Green,5,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,,,,
1,Green,6,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,,,,
1,Green,7,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,,,,
1,Red,1,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,,,,
1,Red,2,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,1,0,0,0
1,Red,3,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,,,,
1,Red,4,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,,,,
1,Red,5,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,,,,
1,Red,6,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,1,0,0,0
1,Red,7,8,03/12/2018,03/27/2018,10,2,04/11/2018,0,0,,,,
1,Yellow,1,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,,,,
1,Yellow,2,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,,,,
1,Yellow,3,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,1,0,0,0
1,Yellow,4,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,,,,
1,Yellow,5,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,1,0,0,0
1,Yellow,6,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,,,,
1,Yellow,7,8,03/13/2018,03/26/2018,10,2,04/11/2018,0,0,,,,
1,Blue,1,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,,,,
1,Blue,2,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,,,,
1,Blue,3,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,1,0,0,0
1,Blue,4,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,,,,
1,Blue,5,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,,,,
1,Blue,6,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,1,0,0,0
1,Blue,7,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,,,,
1,Green,1,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,,,,
1,Green,2,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,,,,
1,Green,3,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,,,,
1,Green,4,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,,,,
1,Green,5,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,,,,
1,Green,6,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,1,0,0,0
1,Green,7,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,,,,
1,Red,1,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,1,0,0,0
1,Red,2,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,,,,
1,Red,3,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,,,,
1,Red,4,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,,,,
1,Red,5,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,,,,
1,Red,6,8,03/12/2018,03/27/2018,11,3,04/26/2018,0,0,1,0,0,0
1,Red,7,8,03/12/2018,03/27/2018,11,3,04/26/2018,,,,,,
1,Yellow,1,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,,,,
1,Yellow,2,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,,,,
1,Yellow,3,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,,,,
1,Yellow,4,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,,,,
1,Yellow,5,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,,,,
1,Yellow,6,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,1,0,0,0
1,Yellow,7,8,03/13/2018,03/26/2018,11,3,04/26/2018,0,0,1,0,0,0
1,Blue,1,8,03/12/2018,03/27/2018,12,4,05/09/2018,0,0,1,0,0,0
1,Blue,2,8,03/12/2018,03/27/2018,12,4,05/09/2018,0,0,,,,
1,Blue,3,8,03/12/2018,03/27/2018,12,4,05/09/2018,0,0,,,,
1,Blue,4,8,03/12/2018,03/27/2018,12,4,05/09/2018,0,0,,,,
1,Blue,5,8,03/12/2018,03/27/2018,12,4,05/09/2018,0,0,1,0,0,0
1,Blue,6,8,03/12/2018,03/27/2018,12,4,05/09/2018,0,0,1,0,0,0
1,Blue,7,8,03/12/2018,03/27/2018,12,4,05/09/2018,,,,,,
1,Green,1,8,03/13/2018,03/26/2018,12,4,05/09/2018,0,0,,,,
1,Green,2,8,03/13/2018,03/26/2018,12,4,05/09/2018,0,0,,,,
1,Green,3,8,03/13/2018,03/26/2018,12,4,05/09/2018,0,0,,,,
1,Green,4,8,03/13/2018,03/26/2018,12,4,05/09/2018,0,0,,,,
1,Green,5,8,03/13/2018,03/26/2018,12,4,05/09/2018,0,0,1,0,0,0
1,Green,6,8,03/13/2018,03/26/2018,12,4,05/09/2018,0,0,1,0,0,0
