"fortnight","Site","start","end","rnc","temp","niwa.max.temp","evapo.trans","niwa.rain.days","EvapoTrans.1","EvapoTrans.2","EvapoTrans.3","EvapoTrans.4","EvapoTrans.5","EvapoTrans.6","EvapoTrans.7","EvapoTrans.8","EvapoTrans.9","EvapoTrans.10","EvapoTrans.11","EvapoTrans.12","EvapoTrans.13","EvapoTrans.14","EvapoTrans.15","EvapoTrans.16","EvapoTrans.17","EvapoTrans.18","EvapoTrans.19","EvapoTrans.20","EvapoTrans.21","EvapoTrans.22","EvapoTrans.23","EvapoTrans.24","EvapoTrans.25","EvapoTrans.26","Temp.1","Temp.2","Temp.3","Temp.4","Temp.5","Temp.6","Temp.7","Temp.8","Temp.9","Temp.10","Temp.11","Temp.12","Temp.13","Temp.14","Temp.15","Temp.16","Temp.17","Temp.18","Temp.19","Temp.20","Temp.21","Temp.22","Temp.23","Temp.24","Temp.25","Temp.26","RainDays.1","RainDays.2","RainDays.3","RainDays.4","RainDays.5","RainDays.6","RainDays.7","RainDays.8","RainDays.9","RainDays.10","RainDays.11","RainDays.12","RainDays.13","RainDays.14","RainDays.15","RainDays.16","RainDays.17","RainDays.18","RainDays.19","RainDays.20","RainDays.21","RainDays.22","RainDays.23","RainDays.24","RainDays.25","RainDays.26","MaxTemp.1","MaxTemp.2","MaxTemp.3","MaxTemp.4","MaxTemp.5","MaxTemp.6","MaxTemp.7","MaxTemp.8","MaxTemp.9","MaxTemp.10","MaxTemp.11","MaxTemp.12","MaxTemp.13","MaxTemp.14","MaxTemp.15","MaxTemp.16","MaxTemp.17","MaxTemp.18","MaxTemp.19","MaxTemp.20","MaxTemp.21","MaxTemp.22","MaxTemp.23","MaxTemp.24","MaxTemp.25","MaxTemp.26","wet","rain.days.mnth","temp.mnth","evapo.trans.mnth","rain.days.qrt.1","rain.days.qrt.2","rain.days.qrt.3","rain.days.qrt.4","temp.qrt.1","temp.qrt.2","temp.qrt.3","temp.qrt.4","max.temp.qrt.1","max.temp.qrt.2","max.temp.qrt.3","max.temp.qrt.4","evapo.trans.qrt.1","evapo.trans.qrt.2","evapo.trans.qrt.3","evapo.trans.qrt.4","Season"
2,"Green",2017-12-05,2017-12-19,0,18.1135101215837,23.6357142857143,2.12390471640321,2,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,1.29037863109425,1.36140978806258,1.41963822988202,1.71558684243635,1.61979395657803,1.83913060540915,1.98698828806747,2.01586387530911,2.18463439316443,1.90522653947973,1.87217500272601,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10.0382508081627,12.350179861695,14.7277585415784,15.7794479788697,16.4445886414138,17.6089731641131,16.6847061762483,14.9185895333732,15.6438536408028,15.1399538951486,14.7524625853348,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,4,6,7,4,5,5,3,3,2,3,7,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,16.0928571428571,18.0857142857143,19.7071428571429,22.0214285714286,21.3642857142857,23.5571428571429,23.2071428571429,21.5285714285714,22.1357142857143,20.7642857142857,20.1571428571429,0.136904761904762,6,19.5892857142857,4.45,35,44,32,22,13.5916666666667,7.83928571428571,10.772619047619,17.775,17.4964285714286,12.4297619047619,15.8404761904762,22.302380952381,2.9,0.802380952380952,1.02857142857143,3.58095238095238,"summer"
3,"Green",2017-12-19,2018-01-02,0.142857142857143,17.0442129251105,22.15,1.98256239555228,4,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,1.29037863109425,1.36140978806258,1.41963822988202,1.71558684243635,1.61979395657803,1.83913060540915,1.98698828806747,2.01586387530911,2.18463439316443,1.90522653947973,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10.0382508081627,12.350179861695,14.7277585415784,15.7794479788697,16.4445886414138,17.6089731641131,16.6847061762483,14.9185895333732,15.6438536408028,15.1399538951486,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,4,6,7,4,5,5,3,3,2,3,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,16.0928571428571,18.0857142857143,19.7071428571429,22.0214285714286,21.3642857142857,23.5571428571429,23.2071428571429,21.5285714285714,22.1357142857143,20.7642857142857,0.375,6,20.875,4.34285714285714,29,48,29,27,15.4464285714286,8.30476190476191,9.37619047619048,17.5238095238095,18.95,12.7714285714286,14.7,21.897619047619,3.35,1.03214285714286,0.813095238095238,3.01071428571429,"summer"
4,"Green",2018-01-15,2018-01-29,0,19.7290059395891,24.7928571428571,1.96473855371963,6,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,1.29037863109425,1.36140978806258,1.41963822988202,1.71558684243635,1.61979395657803,1.83913060540915,1.98698828806747,2.01586387530911,2.18463439316443,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10.0382508081627,12.350179861695,14.7277585415784,15.7794479788697,16.4445886414138,17.6089731641131,16.6847061762483,14.9185895333732,15.6438536408028,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,4,6,7,4,5,5,3,3,2,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,16.0928571428571,18.0857142857143,19.7071428571429,22.0214285714286,21.3642857142857,23.5571428571429,23.2071428571429,21.5285714285714,22.1357142857143,0.333333333333333,10,21.0535714285714,4.06785714285714,24,49,31,30,16.8142857142857,9.23333333333333,8.2547619047619,16.9142857142857,20.0797619047619,13.5345238095238,13.4845238095238,21.3238095238095,3.75238095238095,1.24761904761905,0.657142857142857,2.55595238095238,"summer"
5,"Green",2018-01-30,2018-02-13,0,17.7264465887634,21.9785714285714,1.65690432485146,8,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,1.29037863109425,1.36140978806258,1.41963822988202,1.71558684243635,1.61979395657803,1.83913060540915,1.98698828806747,2.01586387530911,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10.0382508081627,12.350179861695,14.7277585415784,15.7794479788697,16.4445886414138,17.6089731641131,16.6847061762483,14.9185895333732,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,4,6,7,4,5,5,3,3,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,16.0928571428571,18.0857142857143,19.7071428571429,22.0214285714286,21.3642857142857,23.5571428571429,23.2071428571429,21.5285714285714,0.43452380952381,14,20.9,3.43928571428571,28,46,32,31,18.2595238095238,10.3119047619048,7.59523809523809,15.6166666666667,21.4285714285714,14.3952380952381,12.725,20.1380952380952,3.90476190476191,1.65,0.569047619047619,2.12619047619048,"summer"
6,"Green",2018-02-13,2018-02-27,0,17.6845031264599,23.0571428571429,1.84164535066712,7,1.65690432485146,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,1.29037863109425,1.36140978806258,1.41963822988202,1.71558684243635,1.61979395657803,1.83913060540915,1.98698828806747,17.7264465887634,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10.0382508081627,12.350179861695,14.7277585415784,15.7794479788697,16.4445886414138,17.6089731641131,16.6847061762483,8,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,4,6,7,4,5,5,3,21.9785714285714,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,16.0928571428571,18.0857142857143,19.7071428571429,22.0214285714286,21.3642857142857,23.5571428571429,23.2071428571429,0.479166666666667,15,19.8178571428571,3.13928571428571,29,46,32,33,19.1916666666667,11.3654761904762,7.36309523809524,14.0452380952381,22.2619047619048,15.0547619047619,12.6261904761905,18.4809523809524,3.93809523809524,1.95714285714286,0.586904761904762,1.71190476190476,"summer"
7,"Green",2018-02-27,2018-03-13,0,16.41674354506,22.1071428571429,1.76242865332154,3,1.84164535066712,1.65690432485146,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,1.29037863109425,1.36140978806258,1.41963822988202,1.71558684243635,1.61979395657803,1.83913060540915,17.6845031264599,17.7264465887634,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10.0382508081627,12.350179861695,14.7277585415784,15.7794479788697,16.4445886414138,17.6089731641131,7,8,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,4,6,7,4,5,5,23.0571428571429,21.9785714285714,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,16.0928571428571,18.0857142857143,19.7071428571429,22.0214285714286,21.3642857142857,23.5571428571429,0.232142857142857,10,18.8035714285714,3.21071428571429,31,42,37,32,20.1535714285714,12.2452380952381,7.34285714285714,12.5309523809524,23.0833333333333,15.8309523809524,12.4833333333333,17.3083333333333,3.88571428571429,2.38690476190476,0.68452380952381,1.35119047619048,"summer"
8,"Green",2018-03-13,2018-03-27,0,15.2270764557529,20.9714285714286,1.65840659464129,3,1.76242865332154,1.84164535066712,1.65690432485146,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,1.29037863109425,1.36140978806258,1.41963822988202,1.71558684243635,1.61979395657803,16.41674354506,17.6845031264599,17.7264465887634,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10.0382508081627,12.350179861695,14.7277585415784,15.7794479788697,16.4445886414138,3,7,8,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,4,6,7,4,5,22.1071428571429,23.0571428571429,21.9785714285714,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,16.0928571428571,18.0857142857143,19.7071428571429,22.0214285714286,21.3642857142857,0.230769230769231,6,17.1464285714286,2.85357142857143,30,35,44,32,20.1928571428571,13.5916666666667,7.83928571428571,10.772619047619,22.9535714285714,17.4964285714286,12.4297619047619,15.8404761904762,3.66428571428571,2.9,0.802380952380952,1.02857142857143,"autumn"
9,"Green",2018-03-26,2018-04-09,0,14.5375274660941,20.6071428571429,1.60525651800169,1,1.65840659464129,1.76242865332154,1.84164535066712,1.65690432485146,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,1.29037863109425,1.36140978806258,1.41963822988202,1.71558684243635,15.2270764557529,16.41674354506,17.6845031264599,17.7264465887634,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10.0382508081627,12.350179861695,14.7277585415784,15.7794479788697,3,3,7,8,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,4,6,7,4,20.9714285714286,22.1071428571429,23.0571428571429,21.9785714285714,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,16.0928571428571,18.0857142857143,19.7071428571429,22.0214285714286,0.202380952380952,4,16.1571428571429,2.40714285714286,31,29,48,29,19.3392857142857,15.4464285714286,8.30476190476191,9.37619047619048,22.5095238095238,18.95,12.7714285714286,14.7,3.35357142857143,3.35,1.03214285714286,0.813095238095238,"autumn"
10,"Green",2018-04-09,2018-04-23,0,11.8413173233115,16.0928571428571,1.21446275579172,8,1.60525651800169,1.65840659464129,1.76242865332154,1.84164535066712,1.65690432485146,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,1.29037863109425,1.36140978806258,1.41963822988202,14.5375274660941,15.2270764557529,16.41674354506,17.6845031264599,17.7264465887634,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10.0382508081627,12.350179861695,14.7277585415784,1,3,3,7,8,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,4,6,7,20.6071428571429,20.9714285714286,22.1071428571429,23.0571428571429,21.9785714285714,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,16.0928571428571,18.0857142857143,19.7071428571429,0.526785714285714,9,14.425,1.81071428571429,28,24,49,31,18.6202380952381,16.8142857142857,9.23333333333333,8.2547619047619,22.252380952381,20.0797619047619,13.5345238095238,13.4845238095238,3.01904761904762,3.75238095238095,1.24761904761905,0.657142857142857,"autumn"
11,"Green",2018-04-23,2018-05-07,0,11.6540023476648,16.9642857142857,1.24728836810953,3,1.21446275579172,1.60525651800169,1.65840659464129,1.76242865332154,1.84164535066712,1.65690432485146,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,1.29037863109425,1.36140978806258,11.8413173233115,14.5375274660941,15.2270764557529,16.41674354506,17.6845031264599,17.7264465887634,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10.0382508081627,12.350179861695,8,1,3,3,7,8,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,4,6,16.0928571428571,20.6071428571429,20.9714285714286,22.1071428571429,23.0571428571429,21.9785714285714,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,16.0928571428571,18.0857142857143,0.446428571428571,11,12.6535714285714,1.28928571428571,30,28,46,32,17.1297619047619,18.2595238095238,10.3119047619048,7.59523809523809,20.802380952381,21.4285714285714,14.3952380952381,12.725,2.60119047619048,3.90476190476191,1.65,0.569047619047619,"autumn"
12,"Green",2018-05-07,2018-05-21,0.142857142857143,11.8473930040687,16.6,1.13987386370568,10,1.24728836810953,1.21446275579172,1.60525651800169,1.65840659464129,1.76242865332154,1.84164535066712,1.65690432485146,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,1.29037863109425,11.6540023476648,11.8413173233115,14.5375274660941,15.2270764557529,16.41674354506,17.6845031264599,17.7264465887634,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10.0382508081627,3,8,1,3,3,7,8,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,4,16.9642857142857,16.0928571428571,20.6071428571429,20.9714285714286,22.1071428571429,23.0571428571429,21.9785714285714,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,16.0928571428571,0.681547619047619,13,12.3321428571429,0.992857142857143,25,29,46,32,15.8714285714286,19.1916666666667,11.3654761904762,7.36309523809524,19.9666666666667,22.2619047619048,15.0547619047619,12.6261904761905,2.30238095238095,3.93809523809524,1.95714285714286,0.586904761904762,"autumn"
13,"Green",2018-05-21,2018-06-04,0,7.5187252181955,12.2571428571429,0.980545821434117,8,1.13987386370568,1.24728836810953,1.21446275579172,1.60525651800169,1.65840659464129,1.76242865332154,1.84164535066712,1.65690432485146,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,1.04165075708592,11.8473930040687,11.6540023476648,11.8413173233115,14.5375274660941,15.2270764557529,16.41674354506,17.6845031264599,17.7264465887634,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8.90881699217683,10,3,8,1,3,3,7,8,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,7,16.6,16.9642857142857,16.0928571428571,20.6071428571429,20.9714285714286,22.1071428571429,23.0571428571429,21.9785714285714,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,13.6142857142857,0.631853785900783,18,10.1678571428571,0.721428571428571,28,31,42,37,14.6345238095238,20.1535714285714,12.2452380952381,7.34285714285714,18.8904761904762,23.0833333333333,15.8309523809524,12.4833333333333,1.88571428571429,3.88571428571429,2.38690476190476,0.68452380952381,"autumn"
14,"Green",2018-06-06,2018-06-20,0.142857142857143,8.33285817880169,13.5071428571429,1.01101579528016,5,0.980545821434117,1.13987386370568,1.24728836810953,1.21446275579172,1.60525651800169,1.65840659464129,1.76242865332154,1.84164535066712,1.65690432485146,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,1.07300364317696,7.5187252181955,11.8473930040687,11.6540023476648,11.8413173233115,14.5375274660941,15.2270764557529,16.41674354506,17.6845031264599,17.7264465887634,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,8.72496244409031,8,10,3,8,1,3,3,7,8,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,4,12.2571428571429,16.6,16.9642857142857,16.0928571428571,20.6071428571429,20.9714285714286,22.1071428571429,23.0571428571429,21.9785714285714,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,14.3285714285714,0.5,13,8.06071428571429,0.578571428571429,33,30,35,44,12.9928571428571,20.1928571428571,13.5916666666667,7.83928571428571,17.2488095238095,22.9535714285714,17.4964285714286,12.4297619047619,1.47261904761905,3.66428571428571,2.9,0.802380952380952,"winter"
15,"Green",2018-06-18,2018-07-02,0.285714285714286,6.02323836857088,11.0785714285714,0.948793777184748,5,1.01101579528016,0.980545821434117,1.13987386370568,1.24728836810953,1.21446275579172,1.60525651800169,1.65840659464129,1.76242865332154,1.84164535066712,1.65690432485146,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,1.10055414148236,8.33285817880169,7.5187252181955,11.8473930040687,11.6540023476648,11.8413173233115,14.5375274660941,15.2270764557529,16.41674354506,17.6845031264599,17.7264465887634,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,6.85072131551962,5,8,10,3,8,1,3,3,7,8,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,4,13.5071428571429,12.2571428571429,16.6,16.9642857142857,16.0928571428571,20.6071428571429,20.9714285714286,22.1071428571429,23.0571428571429,21.9785714285714,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,13.2142857142857,0.398809523809524,10,7.17857142857143,0.539285714285714,35,31,29,48,11.6059523809524,19.3392857142857,15.4464285714286,8.30476190476191,16.0047619047619,22.5095238095238,18.95,12.7714285714286,1.12738095238095,3.35357142857143,3.35,1.03214285714286,"winter"
16,"Green",2018-07-02,2018-07-16,0.285714285714286,6.45451012624797,11.6571428571429,0.955164831473667,6,0.948793777184748,1.01101579528016,0.980545821434117,1.13987386370568,1.24728836810953,1.21446275579172,1.60525651800169,1.65840659464129,1.76242865332154,1.84164535066712,1.65690432485146,1.96473855371963,1.98256239555228,2.12390471640321,2.02370868433395,1.75075006162883,1.43306514713455,1.58247663610282,1.2254224128569,1.27347612365021,1.06711311678184,1.10992957922686,1.02316447535843,0.955564025717481,0.868032921406457,0.965599355402746,6.02323836857088,8.33285817880169,7.5187252181955,11.8473930040687,11.6540023476648,11.8413173233115,14.5375274660941,15.2270764557529,16.41674354506,17.6845031264599,17.7264465887634,19.7290059395891,17.0442129251105,18.1135101215837,16.5919789274206,12.51900938264,12.9549194031427,11.5861035308828,11.1660165730676,9.88550236589874,8.86066524668747,8.4154897747254,8.1581270379557,6.70278896303067,6.42736170301174,7.79630768914219,5,5,8,10,3,8,1,3,3,7,8,6,4,2,4,5,7,2,9,8,11,9,7,5,8,4,11.0785714285714,13.5071428571429,12.2571428571429,16.6,16.9642857142857,16.0928571428571,20.6071428571429,20.9714285714286,22.1071428571429,23.0571428571429,21.9785714285714,24.7928571428571,22.15,23.6357142857143,22.8857142857143,18.1285714285714,16.9785714285714,16.7,15.3714285714286,14.9142857142857,12.8928571428571,13.4714285714286,13.0214285714286,11.5357142857143,10.7928571428571,12.8642857142857,0.550595238095238,11,6.23571428571429,0.510714285714286,39,28,24,49,10,18.6202380952381,16.8142857142857,9.23333333333333,14.4166666666667,22.252380952381,20.0797619047619,13.5345238095238,0.85,3.01904761904762,3.75238095238095,1.24761904761905,"winter"
