"fortnight","Site","start","end","rnc","temp","niwa.max.temp","evapo.trans","niwa.rain.days","EvapoTrans.1","EvapoTrans.2","EvapoTrans.3","EvapoTrans.4","EvapoTrans.5","EvapoTrans.6","EvapoTrans.7","EvapoTrans.8","EvapoTrans.9","EvapoTrans.10","EvapoTrans.11","EvapoTrans.12","EvapoTrans.13","EvapoTrans.14","EvapoTrans.15","EvapoTrans.16","EvapoTrans.17","EvapoTrans.18","EvapoTrans.19","EvapoTrans.20","EvapoTrans.21","EvapoTrans.22","EvapoTrans.23","EvapoTrans.24","EvapoTrans.25","EvapoTrans.26","Temp.1","Temp.2","Temp.3","Temp.4","Temp.5","Temp.6","Temp.7","Temp.8","Temp.9","Temp.10","Temp.11","Temp.12","Temp.13","Temp.14","Temp.15","Temp.16","Temp.17","Temp.18","Temp.19","Temp.20","Temp.21","Temp.22","Temp.23","Temp.24","Temp.25","Temp.26","RainDays.1","RainDays.2","RainDays.3","RainDays.4","RainDays.5","RainDays.6","RainDays.7","RainDays.8","RainDays.9","RainDays.10","RainDays.11","RainDays.12","RainDays.13","RainDays.14","RainDays.15","RainDays.16","RainDays.17","RainDays.18","RainDays.19","RainDays.20","RainDays.21","RainDays.22","RainDays.23","RainDays.24","RainDays.25","RainDays.26","MaxTemp.1","MaxTemp.2","MaxTemp.3","MaxTemp.4","MaxTemp.5","MaxTemp.6","MaxTemp.7","MaxTemp.8","MaxTemp.9","MaxTemp.10","MaxTemp.11","MaxTemp.12","MaxTemp.13","MaxTemp.14","MaxTemp.15","MaxTemp.16","MaxTemp.17","MaxTemp.18","MaxTemp.19","MaxTemp.20","MaxTemp.21","MaxTemp.22","MaxTemp.23","MaxTemp.24","MaxTemp.25","MaxTemp.26","wet","rain.days.mnth","temp.mnth","evapo.trans.mnth","rain.days.qrt.1","rain.days.qrt.2","rain.days.qrt.3","rain.days.qrt.4","temp.qrt.1","temp.qrt.2","temp.qrt.3","temp.qrt.4","max.temp.qrt.1","max.temp.qrt.2","max.temp.qrt.3","max.temp.qrt.4","evapo.trans.qrt.1","evapo.trans.qrt.2","evapo.trans.qrt.3","evapo.trans.qrt.4","Season"
48,"Green",2019-10-08,2019-10-22,0,11.5896129032258,16.8071428571429,1.3300928011825,9,1.29466893304161,1.43407943232565,1.12442166134162,0.940038554831783,0.72900110697662,0.761975291896727,0.628114728774453,0.697452968909188,0.665575231175509,0.739306320137027,0.873180255578914,1.19969485917985,1.49998630640466,1.55350144077572,1.75562150750988,2.43196236324654,2.36793384519853,2.69938640371733,2.41366782333374,2.33039681461427,2.16850282560278,1.70238826780474,1.7789933767543,1.62244813509498,1.7452798326217,1.43613247524872,8.50942857142857,8.80903621169916,8.49737313432836,6.89101286173633,6.89683582089552,7.69575766016713,8.08215820895522,4.4576,8.55606430868167,9.0011364902507,10.5145562700965,11.5258029850746,11.2535402985075,13.9626295264624,17.6688656716418,15.2108776119403,17.7709324758842,18.3382686567164,17.4906406685237,17.4942324888227,15.4139880597015,14.7508333333333,14.3893124436501,12.0805854547404,10.1450105498041,9.63788851229086,6,4,7,6,11,6,8,4,3,5,4,2,4,6,1,2,3,0,2,7,8,12,4,8,2,4,14,14.8571428571429,13.5785714285714,12.1,11.6642857142857,13.0928571428571,12.4571428571429,11.7571428571429,13.15,14.1,15.5571428571429,17.6357142857143,17.6142857142857,19.55,23.5214285714286,23.3785714285714,24.6428571428571,25.4928571428571,24.3,22.1785714285714,22.0642857142857,18.5857142857143,19.7857142857143,17.5428571428571,17.4357142857143,15.2642857142857,0.446945337620579,15,11.0785714285714,2.42857142857143,40,26,16,41,8.09761904761905,8.52738095238095,17.2190476190476,16.7928571428571,13.2154761904762,14.1095238095238,22.3666666666667,20.7428571428571,1.43333333333333,0.755952380952381,3.1702380952381,3.76666666666667,"spring"
49,"Green",2019-10-21,2019-11-04,0,11.0669074626866,18.6,1.8954611987733,4,1.3300928011825,1.29466893304161,1.43407943232565,1.12442166134162,0.940038554831783,0.72900110697662,0.761975291896727,0.628114728774453,0.697452968909188,0.665575231175509,0.739306320137027,0.873180255578914,1.19969485917985,1.49998630640466,1.55350144077572,1.75562150750988,2.43196236324654,2.36793384519853,2.69938640371733,2.41366782333374,2.33039681461427,2.16850282560278,1.70238826780474,1.7789933767543,1.62244813509498,1.7452798326217,11.5896129032258,8.50942857142857,8.80903621169916,8.49737313432836,6.89101286173633,6.89683582089552,7.69575766016713,8.08215820895522,4.4576,8.55606430868167,9.0011364902507,10.5145562700965,11.5258029850746,11.2535402985075,13.9626295264624,17.6688656716418,15.2108776119403,17.7709324758842,18.3382686567164,17.4906406685237,17.4942324888227,15.4139880597015,14.7508333333333,14.3893124436501,12.0805854547404,10.1450105498041,9,6,4,7,6,11,6,8,4,3,5,4,2,4,6,1,2,3,0,2,7,8,12,4,8,2,16.8071428571429,14,14.8571428571429,13.5785714285714,12.1,11.6642857142857,13.0928571428571,12.4571428571429,11.7571428571429,13.15,14.1,15.5571428571429,17.6357142857143,17.6142857142857,19.55,23.5214285714286,23.3785714285714,24.6428571428571,25.4928571428571,24.3,22.1785714285714,22.0642857142857,18.5857142857143,19.7857142857143,17.5428571428571,17.4357142857143,0.25,13,12.5214285714286,3.30714285714286,43,30,18,33,8.99404761904762,7.94880952380952,15.5261904761905,18.0083333333333,13.8345238095238,13.352380952381,21.0571428571429,22.0678571428571,1.76428571428571,0.642857142857143,2.6047619047619,4.04642857142857,"spring"
50,"Green",2019-11-04,2019-11-18,0,14.2314791086351,19.9,2.03285196764978,6,1.8954611987733,1.3300928011825,1.29466893304161,1.43407943232565,1.12442166134162,0.940038554831783,0.72900110697662,0.761975291896727,0.628114728774453,0.697452968909188,0.665575231175509,0.739306320137027,0.873180255578914,1.19969485917985,1.49998630640466,1.55350144077572,1.75562150750988,2.43196236324654,2.36793384519853,2.69938640371733,2.41366782333374,2.33039681461427,2.16850282560278,1.70238826780474,1.7789933767543,1.62244813509498,11.0669074626866,11.5896129032258,8.50942857142857,8.80903621169916,8.49737313432836,6.89101286173633,6.89683582089552,7.69575766016713,8.08215820895522,4.4576,8.55606430868167,9.0011364902507,10.5145562700965,11.5258029850746,11.2535402985075,13.9626295264624,17.6688656716418,15.2108776119403,17.7709324758842,18.3382686567164,17.4906406685237,17.4942324888227,15.4139880597015,14.7508333333333,14.3893124436501,12.0805854547404,4,9,6,4,7,6,11,6,8,4,3,5,4,2,4,6,1,2,3,0,2,7,8,12,4,8,18.6,16.8071428571429,14,14.8571428571429,13.5785714285714,12.1,11.6642857142857,13.0928571428571,12.4571428571429,11.7571428571429,13.15,14.1,15.5571428571429,17.6357142857143,17.6142857142857,19.55,23.5214285714286,23.3785714285714,24.6428571428571,25.4928571428571,24.3,22.1785714285714,22.0642857142857,18.5857142857143,19.7857142857143,17.5428571428571,0.347222222222222,10,14.0892857142857,3.87142857142857,36,37,19,32,9.91190476190476,7.33452380952381,14.0309523809524,18.5928571428571,14.9904761904762,12.7035714285714,19.5428571428571,22.877380952381,2.26547619047619,0.648809523809524,2.07142857142857,4.13452380952381,"spring"
51,"Green",2019-11-19,2019-12-03,0,15.8840225080386,23.5214285714286,2.3369571993925,5,2.03285196764978,1.8954611987733,1.3300928011825,1.29466893304161,1.43407943232565,1.12442166134162,0.940038554831783,0.72900110697662,0.761975291896727,0.628114728774453,0.697452968909188,0.665575231175509,0.739306320137027,0.873180255578914,1.19969485917985,1.49998630640466,1.55350144077572,1.75562150750988,2.43196236324654,2.36793384519853,2.69938640371733,2.41366782333374,2.33039681461427,2.16850282560278,1.70238826780474,1.7789933767543,14.2314791086351,11.0669074626866,11.5896129032258,8.50942857142857,8.80903621169916,8.49737313432836,6.89101286173633,6.89683582089552,7.69575766016713,8.08215820895522,4.4576,8.55606430868167,9.0011364902507,10.5145562700965,11.5258029850746,11.2535402985075,13.9626295264624,17.6688656716418,15.2108776119403,17.7709324758842,18.3382686567164,17.4906406685237,17.4942324888227,15.4139880597015,14.7508333333333,14.3893124436501,6,4,9,6,4,7,6,11,6,8,4,3,5,4,2,4,6,1,2,3,0,2,7,8,12,4,19.9,18.6,16.8071428571429,14,14.8571428571429,13.5785714285714,12.1,11.6642857142857,13.0928571428571,12.4571428571429,11.7571428571429,13.15,14.1,15.5571428571429,17.6357142857143,17.6142857142857,19.55,23.5214285714286,23.3785714285714,24.6428571428571,25.4928571428571,24.3,22.1785714285714,22.0642857142857,18.5857142857143,19.7857142857143,0.352564102564103,11,16.575,4.20714285714286,36,38,22,22,11.2952380952381,7.05119047619048,12.7071428571429,18.8404761904762,16.2904761904762,12.3702380952381,17.9964285714286,23.6761904761905,2.68571428571429,0.738095238095238,1.57619047619048,4.30357142857143,"spring"
52,"Green",2019-12-02,2019-12-16,0,16.2483315926893,22.0857142857143,2.09126662995512,6,2.3369571993925,2.03285196764978,1.8954611987733,1.3300928011825,1.29466893304161,1.43407943232565,1.12442166134162,0.940038554831783,0.72900110697662,0.761975291896727,0.628114728774453,0.697452968909188,0.665575231175509,0.739306320137027,0.873180255578914,1.19969485917985,1.49998630640466,1.55350144077572,1.75562150750988,2.43196236324654,2.36793384519853,2.69938640371733,2.41366782333374,2.33039681461427,2.16850282560278,1.70238826780474,15.8840225080386,14.2314791086351,11.0669074626866,11.5896129032258,8.50942857142857,8.80903621169916,8.49737313432836,6.89101286173633,6.89683582089552,7.69575766016713,8.08215820895522,4.4576,8.55606430868167,9.0011364902507,10.5145562700965,11.5258029850746,11.2535402985075,13.9626295264624,17.6688656716418,15.2108776119403,17.7709324758842,18.3382686567164,17.4906406685237,17.4942324888227,15.4139880597015,14.7508333333333,5,6,4,9,6,4,7,6,11,6,8,4,3,5,4,2,4,6,1,2,3,0,2,7,8,12,23.5214285714286,19.9,18.6,16.8071428571429,14,14.8571428571429,13.5785714285714,12.1,11.6642857142857,13.0928571428571,12.4571428571429,11.7571428571429,13.15,14.1,15.5571428571429,17.6357142857143,17.6142857142857,19.55,23.5214285714286,23.3785714285714,24.6428571428571,25.4928571428571,24.3,22.1785714285714,22.0642857142857,18.5857142857143,0.3359375,11,17.7321428571429,4.41785714285714,34,42,24,15,12.8119047619048,7.09285714285714,10.8988095238095,19.1119047619048,17.947619047619,12.4416666666667,16.2678571428571,23.9190476190476,3.21666666666667,0.891666666666667,1.21190476190476,4.05119047619048,"summer"
53,"Green",2019-12-18,2020-01-01,0,14.929922,22.5357142857143,2.30326044266733,3,2.09126662995512,2.3369571993925,2.03285196764978,1.8954611987733,1.3300928011825,1.29466893304161,1.43407943232565,1.12442166134162,0.940038554831783,0.72900110697662,0.761975291896727,0.628114728774453,0.697452968909188,0.665575231175509,0.739306320137027,0.873180255578914,1.19969485917985,1.49998630640466,1.55350144077572,1.75562150750988,2.43196236324654,2.36793384519853,2.69938640371733,2.41366782333374,2.33039681461427,2.16850282560278,16.2483315926893,15.8840225080386,14.2314791086351,11.0669074626866,11.5896129032258,8.50942857142857,8.80903621169916,8.49737313432836,6.89101286173633,6.89683582089552,7.69575766016713,8.08215820895522,4.4576,8.55606430868167,9.0011364902507,10.5145562700965,11.5258029850746,11.2535402985075,13.9626295264624,17.6688656716418,15.2108776119403,17.7709324758842,18.3382686567164,17.4906406685237,17.4942324888227,15.4139880597015,6,5,6,4,9,6,4,7,6,11,6,8,4,3,5,4,2,4,6,1,2,3,0,2,7,8,22.0857142857143,23.5214285714286,19.9,18.6,16.8071428571429,14,14.8571428571429,13.5785714285714,12.1,11.6642857142857,13.0928571428571,12.4571428571429,11.7571428571429,13.15,14.1,15.5571428571429,17.6357142857143,17.6142857142857,19.55,23.5214285714286,23.3785714285714,24.6428571428571,25.4928571428571,24.3,22.1785714285714,22.0642857142857,0.161224489795918,9,17.6285714285714,4.44285714285714,36,42,22,14,14.3,7.76547619047619,9.11904761904762,18.5952380952381,19.152380952381,12.9583333333333,14.9690476190476,23.4809523809524,3.57261904761905,1.15238095238095,0.953571428571429,3.73690476190476,"summer"
1,"Red",2017-11-20,2017-12-04,0,14.5278112814151,21.9,1.16579607681395,4,0.870264093125729,0.650314309610543,0.780512175182146,0.373540526182174,0.531354854949875,0.256887312475499,0.311444014953871,0.223597961056302,0.163945360103155,0.0537459015943779,0.159518840415779,0.277923556529264,0.249888116566502,0.269030852206228,0.519519254972089,0.524954499373351,0.649908525037035,0.908310666978135,0.843938111293613,0.987317470426453,1.30125075306716,1.30386437902125,1.43081097519091,1.25016838128698,1.10875051713087,1.15190444987985,10.7905706732391,11.5474976241393,10.2071452715453,9.51464667249431,7.81869959941061,7.74946192018686,6.43990884101149,6.28823307262682,5.22894574706564,4.44998005436016,6.31434734553211,5.28440727080448,6.96702584568919,7.82670277257579,8.66654335728639,10.9770198092792,13.5776790531048,14.223319573151,15.1332318577372,15.8428391127683,15.3125489228508,13.4485747589084,14.4235377007543,13.5490890826632,13.5705476558169,13.3080511412882,5,4,2,5,6,10,8,7,6,8,4,2,4,6,3,6,7,3,7,6,1,3,1,2,4,4,17.0785714285714,16.65,16.3071428571429,14.3714285714286,14.2571428571429,12.4928571428571,12.4642857142857,12.15,10.9785714285714,9.67857142857143,12.3285714285714,12.3642857142857,13.35,13.6357142857143,15.8285714285714,17.3642857142857,19.4714285714286,21.35,21.3928571428571,22.5642857142857,23.2785714285714,21.3857142857143,22.2071428571429,20.9,19.95,20.1428571428571,0.314917127071823,9,14.775,3.71428571428571,32,35,29,20,11.7654761904762,6.65119047619048,12.0428571428571,17.0357142857143,15.1928571428571,11.6607142857143,16.8333333333333,21.9547619047619,2.2797619047619,0.669047619047619,1.375,4.00833333333333,"spring"
2,"Red",2017-12-05,2017-12-19,0,16.8662750394783,23.2357142857143,1.33758732998557,4,1.16579607681395,0.870264093125729,0.650314309610543,0.780512175182146,0.373540526182174,0.531354854949875,0.256887312475499,0.311444014953871,0.223597961056302,0.163945360103155,0.0537459015943779,0.159518840415779,0.277923556529264,0.249888116566502,0.269030852206228,0.519519254972089,0.524954499373351,0.649908525037035,0.908310666978135,0.843938111293613,0.987317470426453,1.30125075306716,1.30386437902125,1.43081097519091,1.25016838128698,1.10875051713087,14.5278112814151,10.7905706732391,11.5474976241393,10.2071452715453,9.51464667249431,7.81869959941061,7.74946192018686,6.43990884101149,6.28823307262682,5.22894574706564,4.44998005436016,6.31434734553211,5.28440727080448,6.96702584568919,7.82670277257579,8.66654335728639,10.9770198092792,13.5776790531048,14.223319573151,15.1332318577372,15.8428391127683,15.3125489228508,13.4485747589084,14.4235377007543,13.5490890826632,13.5705476558169,4,5,4,2,5,6,10,8,7,6,8,4,2,4,6,3,6,7,3,7,6,1,3,1,2,4,21.9,17.0785714285714,16.65,16.3071428571429,14.3714285714286,14.2571428571429,12.4928571428571,12.4642857142857,12.15,10.9785714285714,9.67857142857143,12.3285714285714,12.3642857142857,13.35,13.6357142857143,15.8285714285714,17.3642857142857,19.4714285714286,21.35,21.3928571428571,22.5642857142857,23.2785714285714,21.3857142857143,22.2071428571429,20.9,19.95,0.229166666666667,8,18.8428571428571,4.31785714285714,26,43,28,21,12.9119047619048,7.24166666666667,10.277380952381,17.0666666666667,16.7607142857143,11.6821428571429,15.3357142857143,22.0297619047619,2.74166666666667,0.782142857142857,1.05714285714286,3.68571428571429,"summer"
3,"Red",2017-12-19,2018-01-02,0,15.4398576862936,21.4214285714286,1.15463670148914,3,1.33758732998557,1.16579607681395,0.870264093125729,0.650314309610543,0.780512175182146,0.373540526182174,0.531354854949875,0.256887312475499,0.311444014953871,0.223597961056302,0.163945360103155,0.0537459015943779,0.159518840415779,0.277923556529264,0.249888116566502,0.269030852206228,0.519519254972089,0.524954499373351,0.649908525037035,0.908310666978135,0.843938111293613,0.987317470426453,1.30125075306716,1.30386437902125,1.43081097519091,1.25016838128698,16.8662750394783,14.5278112814151,10.7905706732391,11.5474976241393,10.2071452715453,9.51464667249431,7.81869959941061,7.74946192018686,6.43990884101149,6.28823307262682,5.22894574706564,4.44998005436016,6.31434734553211,5.28440727080448,6.96702584568919,7.82670277257579,8.66654335728639,10.9770198092792,13.5776790531048,14.223319573151,15.1332318577372,15.8428391127683,15.3125489228508,13.4485747589084,14.4235377007543,13.5490890826632,4,4,5,4,2,5,6,10,8,7,6,8,4,2,4,6,3,6,7,3,7,6,1,3,1,2,23.2357142857143,21.9,17.0785714285714,16.65,16.3071428571429,14.3714285714286,14.2571428571429,12.4928571428571,12.4642857142857,12.15,10.9785714285714,9.67857142857143,12.3285714285714,12.3642857142857,13.35,13.6357142857143,15.8285714285714,17.3642857142857,19.4714285714286,21.35,21.3928571428571,22.5642857142857,23.2785714285714,21.3857142857143,22.2071428571429,20.9,0.37202380952381,7,20.4428571428571,4.30714285714286,24,45,25,27,14.8738095238095,7.66190476190476,8.81785714285714,16.8821428571429,18.2571428571429,12.0035714285714,14.1452380952381,21.5738095238095,3.19523809523809,1.02619047619048,0.811904761904762,3.12142857142857,"summer"
4,"Red",2018-01-16,2018-01-30,0,18.5725428960508,24.8571428571429,1.22993771302533,4,1.15463670148914,1.33758732998557,1.16579607681395,0.870264093125729,0.650314309610543,0.780512175182146,0.373540526182174,0.531354854949875,0.256887312475499,0.311444014953871,0.223597961056302,0.163945360103155,0.0537459015943779,0.159518840415779,0.277923556529264,0.249888116566502,0.269030852206228,0.519519254972089,0.524954499373351,0.649908525037035,0.908310666978135,0.843938111293613,0.987317470426453,1.30125075306716,1.30386437902125,1.43081097519091,15.4398576862936,16.8662750394783,14.5278112814151,10.7905706732391,11.5474976241393,10.2071452715453,9.51464667249431,7.81869959941061,7.74946192018686,6.43990884101149,6.28823307262682,5.22894574706564,4.44998005436016,6.31434734553211,5.28440727080448,6.96702584568919,7.82670277257579,8.66654335728639,10.9770198092792,13.5776790531048,14.223319573151,15.1332318577372,15.8428391127683,15.3125489228508,13.4485747589084,14.4235377007543,3,4,4,5,4,2,5,6,10,8,7,6,8,4,2,4,6,3,6,7,3,7,6,1,3,1,21.4214285714286,23.2357142857143,21.9,17.0785714285714,16.65,16.3071428571429,14.3714285714286,14.2571428571429,12.4928571428571,12.4642857142857,12.15,10.9785714285714,9.67857142857143,12.3285714285714,12.3642857142857,13.35,13.6357142857143,15.8285714285714,17.3642857142857,19.4714285714286,21.35,21.3928571428571,22.5642857142857,23.2785714285714,21.3857142857143,22.2071428571429,0.294444444444444,7,20.5214285714286,4.10714285714286,22,42,27,30,16.2154761904762,8.64285714285714,7.62738095238095,16.3119047619048,19.4321428571429,12.7857142857143,12.8642857142857,20.9035714285714,3.60714285714286,1.21785714285714,0.661904761904762,2.60238095238095,"summer"
5,"Red",2018-01-31,2018-02-14,0,16.3295801532966,21.2428571428571,0.786300121671081,8,1.22993771302533,1.15463670148914,1.33758732998557,1.16579607681395,0.870264093125729,0.650314309610543,0.780512175182146,0.373540526182174,0.531354854949875,0.256887312475499,0.311444014953871,0.223597961056302,0.163945360103155,0.0537459015943779,0.159518840415779,0.277923556529264,0.249888116566502,0.269030852206228,0.519519254972089,0.524954499373351,0.649908525037035,0.908310666978135,0.843938111293613,0.987317470426453,1.30125075306716,1.30386437902125,18.5725428960508,15.4398576862936,16.8662750394783,14.5278112814151,10.7905706732391,11.5474976241393,10.2071452715453,9.51464667249431,7.81869959941061,7.74946192018686,6.43990884101149,6.28823307262682,5.22894574706564,4.44998005436016,6.31434734553211,5.28440727080448,6.96702584568919,7.82670277257579,8.66654335728639,10.9770198092792,13.5776790531048,14.223319573151,15.1332318577372,15.8428391127683,15.3125489228508,13.4485747589084,4,3,4,4,5,4,2,5,6,10,8,7,6,8,4,2,4,6,3,6,7,3,7,6,1,3,24.8571428571429,21.4214285714286,23.2357142857143,21.9,17.0785714285714,16.65,16.3071428571429,14.3714285714286,14.2571428571429,12.4928571428571,12.4642857142857,12.15,10.9785714285714,9.67857142857143,12.3285714285714,12.3642857142857,13.35,13.6357142857143,15.8285714285714,17.3642857142857,19.4714285714286,21.35,21.3928571428571,22.5642857142857,23.2785714285714,21.3857142857143,0.544642857142857,12,20.4607142857143,3.40357142857143,24,38,30,32,17.6440476190476,9.75714285714286,6.98452380952381,15.0333333333333,20.8571428571429,13.6738095238095,12.0559523809524,19.6619047619048,3.81428571428571,1.59285714285714,0.56547619047619,2.11547619047619,"summer"
6,"Red",2018-02-14,2018-02-28,0,16.2270617529863,22.55,1.06300953182465,5,0.786300121671081,1.22993771302533,1.15463670148914,1.33758732998557,1.16579607681395,0.870264093125729,0.650314309610543,0.780512175182146,0.373540526182174,0.531354854949875,0.256887312475499,0.311444014953871,0.223597961056302,0.163945360103155,0.0537459015943779,0.159518840415779,0.277923556529264,0.249888116566502,0.269030852206228,0.519519254972089,0.524954499373351,0.649908525037035,0.908310666978135,0.843938111293613,0.987317470426453,1.30125075306716,16.3295801532966,18.5725428960508,15.4398576862936,16.8662750394783,14.5278112814151,10.7905706732391,11.5474976241393,10.2071452715453,9.51464667249431,7.81869959941061,7.74946192018686,6.43990884101149,6.28823307262682,5.22894574706564,4.44998005436016,6.31434734553211,5.28440727080448,6.96702584568919,7.82670277257579,8.66654335728639,10.9770198092792,13.5776790531048,14.223319573151,15.1332318577372,15.8428391127683,15.3125489228508,8,4,3,4,4,5,4,2,5,6,10,8,7,6,8,4,2,4,6,3,6,7,3,7,6,1,21.2428571428571,24.8571428571429,21.4214285714286,23.2357142857143,21.9,17.0785714285714,16.65,16.3071428571429,14.3714285714286,14.2571428571429,12.4928571428571,12.4642857142857,12.15,10.9785714285714,9.67857142857143,12.3285714285714,12.3642857142857,13.35,13.6357142857143,15.8285714285714,17.3642857142857,19.4714285714286,21.35,21.3928571428571,22.5642857142857,23.2785714285714,0.229166666666667,13,19.35,3.04285714285714,28,35,31,32,18.5595238095238,10.875,6.68214285714286,13.5595238095238,21.622619047619,14.4238095238095,11.8083333333333,18.1738095238095,3.80833333333333,1.9,0.569047619047619,1.73333333333333,"summer"
7,"Red",2018-02-26,2018-03-12,0,15.032307809355,21.3142857142857,0.898636144248634,4,1.06300953182465,0.786300121671081,1.22993771302533,1.15463670148914,1.33758732998557,1.16579607681395,0.870264093125729,0.650314309610543,0.780512175182146,0.373540526182174,0.531354854949875,0.256887312475499,0.311444014953871,0.223597961056302,0.163945360103155,0.0537459015943779,0.159518840415779,0.277923556529264,0.249888116566502,0.269030852206228,0.519519254972089,0.524954499373351,0.649908525037035,0.908310666978135,0.843938111293613,0.987317470426453,16.2270617529863,16.3295801532966,18.5725428960508,15.4398576862936,16.8662750394783,14.5278112814151,10.7905706732391,11.5474976241393,10.2071452715453,9.51464667249431,7.81869959941061,7.74946192018686,6.43990884101149,6.28823307262682,5.22894574706564,4.44998005436016,6.31434734553211,5.28440727080448,6.96702584568919,7.82670277257579,8.66654335728639,10.9770198092792,13.5776790531048,14.223319573151,15.1332318577372,15.8428391127683,5,8,4,3,4,4,5,4,2,5,6,10,8,7,6,8,4,2,4,6,3,6,7,3,7,6,22.55,21.2428571428571,24.8571428571429,21.4214285714286,23.2357142857143,21.9,17.0785714285714,16.65,16.3071428571429,14.3714285714286,14.2571428571429,12.4928571428571,12.4642857142857,12.15,10.9785714285714,9.67857142857143,12.3285714285714,12.3642857142857,13.35,13.6357142857143,15.8285714285714,17.3642857142857,19.4714285714286,21.35,21.3928571428571,22.5642857142857,0.273809523809524,9,18.4892857142857,3.11071428571429,28,32,35,29,19.5714285714286,11.7654761904762,6.65119047619048,12.0428571428571,22.5345238095238,15.1928571428571,11.6607142857143,16.8333333333333,3.82261904761905,2.2797619047619,0.669047619047619,1.375,"summer"
8,"Red",2018-03-12,2018-03-26,0,13.5477087534799,20.15,0.860554105897581,2,0.898636144248634,1.06300953182465,0.786300121671081,1.22993771302533,1.15463670148914,1.33758732998557,1.16579607681395,0.870264093125729,0.650314309610543,0.780512175182146,0.373540526182174,0.531354854949875,0.256887312475499,0.311444014953871,0.223597961056302,0.163945360103155,0.0537459015943779,0.159518840415779,0.277923556529264,0.249888116566502,0.269030852206228,0.519519254972089,0.524954499373351,0.649908525037035,0.908310666978135,0.843938111293613,15.032307809355,16.2270617529863,16.3295801532966,18.5725428960508,15.4398576862936,16.8662750394783,14.5278112814151,10.7905706732391,11.5474976241393,10.2071452715453,9.51464667249431,7.81869959941061,7.74946192018686,6.43990884101149,6.28823307262682,5.22894574706564,4.44998005436016,6.31434734553211,5.28440727080448,6.96702584568919,7.82670277257579,8.66654335728639,10.9770198092792,13.5776790531048,14.223319573151,15.1332318577372,4,5,8,4,3,4,4,5,4,2,5,6,10,8,7,6,8,4,2,4,6,3,6,7,3,7,21.3142857142857,22.55,21.2428571428571,24.8571428571429,21.4214285714286,23.2357142857143,21.9,17.0785714285714,16.65,16.3071428571429,14.3714285714286,14.2571428571429,12.4928571428571,12.4642857142857,12.15,10.9785714285714,9.67857142857143,12.3285714285714,12.3642857142857,13.35,13.6357142857143,15.8285714285714,17.3642857142857,19.4714285714286,21.35,21.3928571428571,0.4,6,16.7428571428571,2.73571428571429,28,26,43,28,19.797619047619,12.9119047619048,7.24166666666667,10.277380952381,22.4369047619048,16.7607142857143,11.6821428571429,15.3357142857143,3.60714285714286,2.74166666666667,0.782142857142857,1.05714285714286,"autumn"
9,"Red",2018-03-27,2018-04-10,0,13.0160904865669,19.9357142857143,0.7895158676638,3,0.860554105897581,0.898636144248634,1.06300953182465,0.786300121671081,1.22993771302533,1.15463670148914,1.33758732998557,1.16579607681395,0.870264093125729,0.650314309610543,0.780512175182146,0.373540526182174,0.531354854949875,0.256887312475499,0.311444014953871,0.223597961056302,0.163945360103155,0.0537459015943779,0.159518840415779,0.277923556529264,0.249888116566502,0.269030852206228,0.519519254972089,0.524954499373351,0.649908525037035,0.908310666978135,13.5477087534799,15.032307809355,16.2270617529863,16.3295801532966,18.5725428960508,15.4398576862936,16.8662750394783,14.5278112814151,10.7905706732391,11.5474976241393,10.2071452715453,9.51464667249431,7.81869959941061,7.74946192018686,6.43990884101149,6.28823307262682,5.22894574706564,4.44998005436016,6.31434734553211,5.28440727080448,6.96702584568919,7.82670277257579,8.66654335728639,10.9770198092792,13.5776790531048,14.223319573151,2,4,5,8,4,3,4,4,5,4,2,5,6,10,8,7,6,8,4,2,4,6,3,6,7,3,20.15,21.3142857142857,22.55,21.2428571428571,24.8571428571429,21.4214285714286,23.2357142857143,21.9,17.0785714285714,16.65,16.3071428571429,14.3714285714286,14.2571428571429,12.4928571428571,12.4642857142857,12.15,10.9785714285714,9.67857142857143,12.3285714285714,12.3642857142857,13.35,13.6357142857143,15.8285714285714,17.3642857142857,19.4714285714286,21.35,0.297619047619048,5,15.6285714285714,2.38214285714286,26,24,45,25,18.8714285714286,14.8738095238095,7.66190476190476,8.81785714285714,21.922619047619,18.2571428571429,12.0035714285714,14.1452380952381,3.2952380952381,3.19523809523809,1.02619047619048,0.811904761904762,"autumn"
